RX Date/Time,Voltage(field 1)
2023/07/18/ 10:24:21::425,94104,2.83
2023/07/18/ 10:24:21::454,94130,2.91
2023/07/18/ 10:24:21::470,94155,2.57
2023/07/18/ 10:24:21::493,94181,2.54
2023/07/18/ 10:24:21::524,94206,2.55
2023/07/18/ 10:24:21::557,94232,2.89
2023/07/18/ 10:24:21::572,94258,2.19
2023/07/18/ 10:24:21::597,94283,2.39
2023/07/18/ 10:24:21::630,94310,2.59
2023/07/18/ 10:24:21::648,94336,2.56
2023/07/18/ 10:24:21::672,94361,2.18
2023/07/18/ 10:24:21::698,94387,2.86
2023/07/18/ 10:24:21::741,94412,2.71
2023/07/18/ 10:24:21::752,94438,2.62
2023/07/18/ 10:24:21::773,94464,2.70
2023/07/18/ 10:24:21::799,94489,3.30
2023/07/18/ 10:24:21::836,94515,2.65
2023/07/18/ 10:24:21::869,94540,2.12
2023/07/18/ 10:24:21::879,94566,2.07
2023/07/18/ 10:24:21::914,94592,3.18
2023/07/18/ 10:24:21::937,94617,2.60
2023/07/18/ 10:24:21::958,94644,2.51
2023/07/18/ 10:24:21::981,94669,3.29
2023/07/18/ 10:24:22::016,94695,2.95
2023/07/18/ 10:24:22::035,94721,2.25
2023/07/18/ 10:24:22::067,94746,2.74
2023/07/18/ 10:24:22::083,94772,2.73
2023/07/18/ 10:24:22::121,94797,2.38
2023/07/18/ 10:24:22::137,94823,2.90
2023/07/18/ 10:24:22::177,94849,2.91
2023/07/18/ 10:24:22::186,94874,2.27
2023/07/18/ 10:24:22::224,94900,2.47
2023/07/18/ 10:24:22::240,94925,2.98
2023/07/18/ 10:24:22::264,94952,2.37
2023/07/18/ 10:24:22::295,94978,2.47
2023/07/18/ 10:24:22::326,95003,2.76
2023/07/18/ 10:24:22::340,95029,2.72
2023/07/18/ 10:24:22::363,95054,2.79
2023/07/18/ 10:24:22::399,95080,2.47
2023/07/18/ 10:24:22::425,95106,2.51
2023/07/18/ 10:24:22::442,95131,2.70
2023/07/18/ 10:24:22::467,95157,2.67
2023/07/18/ 10:24:22::503,95182,2.73
2023/07/18/ 10:24:22::520,95208,2.65
2023/07/18/ 10:24:22::545,95234,2.65
2023/07/18/ 10:24:22::571,95260,2.50
2023/07/18/ 10:24:22::608,95286,2.71
2023/07/18/ 10:24:22::628,95311,2.40
2023/07/18/ 10:24:22::649,95337,3.07
2023/07/18/ 10:24:22::674,95363,2.73
2023/07/18/ 10:24:22::711,95388,2.45
2023/07/18/ 10:24:22::737,95414,2.68
2023/07/18/ 10:24:22::752,95439,2.72
2023/07/18/ 10:24:22::776,95465,3.20
2023/07/18/ 10:24:22::811,95491,2.61
2023/07/18/ 10:24:22::832,95516,2.41
2023/07/18/ 10:24:22::851,95542,2.51
2023/07/18/ 10:24:22::891,95568,2.92
2023/07/18/ 10:24:22::906,95594,2.83
2023/07/18/ 10:24:22::942,95620,3.20
2023/07/18/ 10:24:22::954,95645,2.41
2023/07/18/ 10:24:22::993,95671,2.93
2023/07/18/ 10:24:23::009,95696,2.68
2023/07/18/ 10:24:23::032,95722,2.86
2023/07/18/ 10:24:23::061,95748,3.23
2023/07/18/ 10:24:23::092,95773,3.09
2023/07/18/ 10:24:23::109,95799,3.10
2023/07/18/ 10:24:23::137,95824,2.57
2023/07/18/ 10:24:23::166,95850,2.40
2023/07/18/ 10:24:23::198,95877,1.88
2023/07/18/ 10:24:23::215,95902,2.55
2023/07/18/ 10:24:23::238,95928,2.79
2023/07/18/ 10:24:23::274,95953,2.81
2023/07/18/ 10:24:23::306,95979,2.61
2023/07/18/ 10:24:23::320,96005,3.15
2023/07/18/ 10:24:23::340,96030,1.80
2023/07/18/ 10:24:23::374,96056,2.41
2023/07/18/ 10:24:23::394,96081,2.82
2023/07/18/ 10:24:23::419,96107,2.83
2023/07/18/ 10:24:23::442,96133,2.65
2023/07/18/ 10:24:23::481,96158,2.70
2023/07/18/ 10:24:23::505,96184,2.79
2023/07/18/ 10:24:23::519,96210,2.53
2023/07/18/ 10:24:23::546,96236,2.38
2023/07/18/ 10:24:23::581,96262,2.48
2023/07/18/ 10:24:23::608,96287,2.69
2023/07/18/ 10:24:23::620,96313,2.35
2023/07/18/ 10:24:23::647,96338,2.73
2023/07/18/ 10:24:23::684,96364,3.06
2023/07/18/ 10:24:23::706,96390,2.38
2023/07/18/ 10:24:23::730,96415,2.49
2023/07/18/ 10:24:23::762,96441,2.97
2023/07/18/ 10:24:23::780,96466,2.60
2023/07/18/ 10:24:23::819,96492,2.63
2023/07/18/ 10:24:23::832,96518,3.05
2023/07/18/ 10:24:23::867,96544,2.67
2023/07/18/ 10:24:23::882,96570,2.58
2023/07/18/ 10:24:23::907,96595,2.65
2023/07/18/ 10:24:23::939,96621,3.04
2023/07/18/ 10:24:23::967,96647,2.47
2023/07/18/ 10:24:23::985,96672,2.82
2023/07/18/ 10:24:24::009,96698,2.51
2023/07/18/ 10:24:24::043,96723,2.69
2023/07/18/ 10:24:24::070,96749,2.30
2023/07/18/ 10:24:24::086,96775,2.84
2023/07/18/ 10:24:24::109,96800,2.50
2023/07/18/ 10:24:24::147,96826,2.60
2023/07/18/ 10:24:24::168,96852,2.52
2023/07/18/ 10:24:24::188,96878,2.41
2023/07/18/ 10:24:24::211,96904,2.63
2023/07/18/ 10:24:24::251,96929,2.93
2023/07/18/ 10:24:24::267,96955,2.52
2023/07/18/ 10:24:24::292,96980,2.69
2023/07/18/ 10:24:24::317,97006,2.66
2023/07/18/ 10:24:24::354,97032,2.56
2023/07/18/ 10:24:24::381,97057,2.71
2023/07/18/ 10:24:24::395,97083,2.74
2023/07/18/ 10:24:24::418,97108,2.59
2023/07/18/ 10:24:24::455,97134,2.39
2023/07/18/ 10:24:24::476,97161,2.75
2023/07/18/ 10:24:24::493,97186,2.34
2023/07/18/ 10:24:24::521,97212,2.54
2023/07/18/ 10:24:24::558,97238,3.02
2023/07/18/ 10:24:24::582,97263,2.48
2023/07/18/ 10:24:24::599,97289,2.60
2023/07/18/ 10:24:24::635,97314,2.76
2023/07/18/ 10:24:24::652,97340,2.64
2023/07/18/ 10:24:24::690,97366,2.58
2023/07/18/ 10:24:24::701,97391,2.69
2023/07/18/ 10:24:24::739,97417,2.49
2023/07/18/ 10:24:24::753,97442,2.61
2023/07/18/ 10:24:24::779,97468,2.89
2023/07/18/ 10:24:24::812,97495,2.64
2023/07/18/ 10:24:24::836,97520,2.69
2023/07/18/ 10:24:24::857,97546,2.37
2023/07/18/ 10:24:24::882,97571,2.84
2023/07/18/ 10:24:24::913,97597,2.57
2023/07/18/ 10:24:24::940,97623,2.51
2023/07/18/ 10:24:24::959,97648,2.71
2023/07/18/ 10:24:24::983,97674,2.43
2023/07/18/ 10:24:25::015,97699,2.79
2023/07/18/ 10:24:25::042,97725,2.63
2023/07/18/ 10:24:25::058,97751,3.25
2023/07/18/ 10:24:25::084,97776,2.95
2023/07/18/ 10:24:25::121,97803,2.71
2023/07/18/ 10:24:25::151,97828,2.72
2023/07/18/ 10:24:25::164,97854,2.86
2023/07/18/ 10:24:25::188,97880,2.77
2023/07/18/ 10:24:25::229,97905,2.60
2023/07/18/ 10:24:25::243,97931,2.85
2023/07/18/ 10:24:25::266,97956,2.61
2023/07/18/ 10:24:25::291,97982,2.78
2023/07/18/ 10:24:25::329,98008,2.80
2023/07/18/ 10:24:25::353,98033,2.58
2023/07/18/ 10:24:25::367,98059,2.48
2023/07/18/ 10:24:25::390,98084,2.89
2023/07/18/ 10:24:25::431,98110,2.79
2023/07/18/ 10:24:25::454,98137,2.65
2023/07/18/ 10:24:25::472,98162,2.68
2023/07/18/ 10:24:25::507,98188,2.48
2023/07/18/ 10:24:25::523,98213,2.41
2023/07/18/ 10:24:25::561,98239,2.85
2023/07/18/ 10:24:25::574,98265,2.69
2023/07/18/ 10:24:25::614,98290,2.45
2023/07/18/ 10:24:25::627,98316,2.62
2023/07/18/ 10:24:25::650,98341,2.83
2023/07/18/ 10:24:25::683,98367,2.74
2023/07/18/ 10:24:25::716,98393,2.93
2023/07/18/ 10:24:25::730,98418,2.56
2023/07/18/ 10:24:25::753,98445,2.70
2023/07/18/ 10:24:25::787,98470,2.70
2023/07/18/ 10:24:25::815,98496,2.60
2023/07/18/ 10:24:25::829,98522,2.72
2023/07/18/ 10:24:25::856,98547,2.34
2023/07/18/ 10:24:25::890,98573,2.70
2023/07/18/ 10:24:25::918,98598,2.86
2023/07/18/ 10:24:25::934,98624,2.71
2023/07/18/ 10:24:25::957,98650,3.04
2023/07/18/ 10:24:25::998,98675,2.70
2023/07/18/ 10:24:26::020,98701,2.78
2023/07/18/ 10:24:26::036,98726,2.60
2023/07/18/ 10:24:26::059,98753,2.66
2023/07/18/ 10:24:26::099,98779,2.68
2023/07/18/ 10:24:26::121,98804,2.71
2023/07/18/ 10:24:26::139,98830,2.87
2023/07/18/ 10:24:26::163,98855,2.68
2023/07/18/ 10:24:26::202,98881,2.85
2023/07/18/ 10:24:26::218,98907,2.61
2023/07/18/ 10:24:26::242,98932,2.58
2023/07/18/ 10:24:26::266,98958,2.84
2023/07/18/ 10:24:26::302,98983,3.06
2023/07/18/ 10:24:26::329,99009,2.54
2023/07/18/ 10:24:26::347,99035,2.82
2023/07/18/ 10:24:26::368,99060,2.68
2023/07/18/ 10:24:26::405,99087,2.46
2023/07/18/ 10:24:26::430,99112,2.51
2023/07/18/ 10:24:26::464,99138,2.92
2023/07/18/ 10:24:26::477,99164,2.49
2023/07/18/ 10:24:26::500,99189,2.77
2023/07/18/ 10:24:26::525,99215,2.75
2023/07/18/ 10:24:26::557,99240,2.93
2023/07/18/ 10:24:26::585,99266,2.83
2023/07/18/ 10:24:26::602,99292,2.66
2023/07/18/ 10:24:26::627,99317,2.60
2023/07/18/ 10:24:26::660,99343,2.82
2023/07/18/ 10:24:26::692,99368,2.51
2023/07/18/ 10:24:26::704,99395,2.96
2023/07/18/ 10:24:26::728,99421,2.53
2023/07/18/ 10:24:26::769,99446,2.59
2023/07/18/ 10:24:26::784,99472,2.37
2023/07/18/ 10:24:26::813,99497,2.64
2023/07/18/ 10:24:26::831,99523,3.12
2023/07/18/ 10:24:26::869,99549,2.52
2023/07/18/ 10:24:26::881,99574,2.89
2023/07/18/ 10:24:26::909,99600,2.36
2023/07/18/ 10:24:26::934,99625,2.51
2023/07/18/ 10:24:26::972,99651,2.68
2023/07/18/ 10:24:26::988,99677,2.59
2023/07/18/ 10:24:27::016,99703,2.72
2023/07/18/ 10:24:27::037,99729,2.55
2023/07/18/ 10:24:27::072,99755,2.65
2023/07/18/ 10:24:27::099,99780,2.57
2023/07/18/ 10:24:27::110,99806,2.66
2023/07/18/ 10:24:27::138,99831,2.62
2023/07/18/ 10:24:27::177,99857,2.60
2023/07/18/ 10:24:27::205,99883,2.89
2023/07/18/ 10:24:27::221,99908,2.58
2023/07/18/ 10:24:27::241,99934,2.53
2023/07/18/ 10:24:27::279,99959,2.34
2023/07/18/ 10:24:27::296,99985,2.75
2023/07/18/ 10:24:27::326,100012,2.61
2023/07/18/ 10:24:27::355,100037,2.90
2023/07/18/ 10:24:27::372,100063,2.46
2023/07/18/ 10:24:27::396,100088,2.92
2023/07/18/ 10:24:27::428,100114,2.45
2023/07/18/ 10:24:27::460,100140,2.80
2023/07/18/ 10:24:27::472,100165,2.42
2023/07/18/ 10:24:27::497,100191,2.86
2023/07/18/ 10:24:27::535,100217,2.64
2023/07/18/ 10:24:27::564,100243,2.56
2023/07/18/ 10:24:27::576,100269,2.83
2023/07/18/ 10:24:27::600,100294,2.64
2023/07/18/ 10:24:27::638,100320,2.99
2023/07/18/ 10:24:27::654,100345,2.50
2023/07/18/ 10:24:27::679,100371,2.67
2023/07/18/ 10:24:27::702,100397,2.72
2023/07/18/ 10:24:27::741,100423,2.44
2023/07/18/ 10:24:27::761,100449,2.70
2023/07/18/ 10:24:27::784,100474,2.47
2023/07/18/ 10:24:27::820,100500,2.56
2023/07/18/ 10:24:27::834,100526,2.40
2023/07/18/ 10:24:27::862,100551,2.58
2023/07/18/ 10:24:27::884,100577,2.97
2023/07/18/ 10:24:27::924,100602,2.76
2023/07/18/ 10:24:27::937,100629,2.92
2023/07/18/ 10:24:27::973,100655,2.63
2023/07/18/ 10:24:28::004,100680,2.64
2023/07/18/ 10:24:28::017,100706,2.59
2023/07/18/ 10:24:28::049,100731,2.79
2023/07/18/ 10:24:28::072,100757,2.82
2023/07/18/ 10:24:28::101,100783,2.96
2023/07/18/ 10:24:28::118,100809,2.25
2023/07/18/ 10:24:28::139,100835,2.51
2023/07/18/ 10:24:28::164,100860,2.47
2023/07/18/ 10:24:28::209,100886,2.69
2023/07/18/ 10:24:28::226,100912,2.84
2023/07/18/ 10:24:28::251,100937,2.64
2023/07/18/ 10:24:28::282,100963,2.64
2023/07/18/ 10:24:28::309,100988,2.68
2023/07/18/ 10:24:28::322,101015,2.87
2023/07/18/ 10:24:28::348,101041,2.81
2023/07/18/ 10:24:28::386,101066,2.45
2023/07/18/ 10:24:28::412,101092,2.64
2023/07/18/ 10:24:28::426,101117,2.50
2023/07/18/ 10:24:28::449,101143,2.49
2023/07/18/ 10:24:28::488,101169,2.43
2023/07/18/ 10:24:28::503,101194,2.72
2023/07/18/ 10:24:28::527,101221,2.60
2023/07/18/ 10:24:28::563,101246,2.68
2023/07/18/ 10:24:28::578,101272,2.55
2023/07/18/ 10:24:28::605,101298,2.61
2023/07/18/ 10:24:28::639,101323,2.57
2023/07/18/ 10:24:28::669,101349,2.75
2023/07/18/ 10:24:28::683,101374,2.61
2023/07/18/ 10:24:28::708,101401,2.68
2023/07/18/ 10:24:28::739,101427,2.70
2023/07/18/ 10:24:28::769,101452,2.64
2023/07/18/ 10:24:28::785,101478,2.66
2023/07/18/ 10:24:28::808,101504,2.60
2023/07/18/ 10:24:28::846,101529,2.74
2023/07/18/ 10:24:28::868,101555,2.56
2023/07/18/ 10:24:28::885,101580,2.99
2023/07/18/ 10:24:28::912,101607,2.69
2023/07/18/ 10:24:28::949,101633,2.96
2023/07/18/ 10:24:28::975,101658,2.53
2023/07/18/ 10:24:28::988,101684,2.61
2023/07/18/ 10:24:29::027,101709,2.47
2023/07/18/ 10:24:29::044,101735,2.81
2023/07/18/ 10:24:29::076,101761,2.67
2023/07/18/ 10:24:29::092,101786,2.83
2023/07/18/ 10:24:29::128,101813,2.77
2023/07/18/ 10:24:29::144,101838,2.36
2023/07/18/ 10:24:29::180,101864,2.85
2023/07/18/ 10:24:29::193,101890,2.37
2023/07/18/ 10:24:29::238,101915,2.49
2023/07/18/ 10:24:29::251,101941,2.53
2023/07/18/ 10:24:29::276,101966,2.59
2023/07/18/ 10:24:29::307,101992,2.68
2023/07/18/ 10:24:29::323,102019,2.41
2023/07/18/ 10:24:29::350,102044,2.81
2023/07/18/ 10:24:29::372,102070,2.90
2023/07/18/ 10:24:29::410,102095,2.73
2023/07/18/ 10:24:29::433,102121,2.48
2023/07/18/ 10:24:29::452,102147,2.53
2023/07/18/ 10:24:29::491,102172,2.70
2023/07/18/ 10:24:29::516,102198,2.63
2023/07/18/ 10:24:29::530,102224,2.65
2023/07/18/ 10:24:29::556,102250,2.64
2023/07/18/ 10:24:29::592,102276,2.75
2023/07/18/ 10:24:29::617,102301,2.52
2023/07/18/ 10:24:29::632,102327,2.62
2023/07/18/ 10:24:29::655,102352,2.50
2023/07/18/ 10:24:29::694,102378,2.73
2023/07/18/ 10:24:29::711,102405,2.76
2023/07/18/ 10:24:29::735,102430,2.61
2023/07/18/ 10:24:29::773,102456,2.07
2023/07/18/ 10:24:29::790,102481,2.45
2023/07/18/ 10:24:29::833,102507,2.54
2023/07/18/ 10:24:29::848,102533,2.82
2023/07/18/ 10:24:29::872,102558,2.69
2023/07/18/ 10:24:29::893,102584,2.63
2023/07/18/ 10:24:29::916,102610,2.66
2023/07/18/ 10:24:29::945,102636,2.61
2023/07/18/ 10:24:29::980,102662,2.59
2023/07/18/ 10:24:29::994,102687,2.65
2023/07/18/ 10:24:30::018,102713,2.83
2023/07/18/ 10:24:30::048,102738,2.83
2023/07/18/ 10:24:30::071,102764,2.69
2023/07/18/ 10:24:30::097,102790,2.23
2023/07/18/ 10:24:30::121,102816,2.53
2023/07/18/ 10:24:30::163,102842,2.68
2023/07/18/ 10:24:30::179,102867,2.78
2023/07/18/ 10:24:30::198,102893,2.18
2023/07/18/ 10:24:30::236,102919,2.63
2023/07/18/ 10:24:30::262,102944,2.46
2023/07/18/ 10:24:30::273,102970,2.76
2023/07/18/ 10:24:30::301,102995,2.68
2023/07/18/ 10:24:30::341,103022,2.67
2023/07/18/ 10:24:30::355,103048,2.72
2023/07/18/ 10:24:30::384,103073,2.62
2023/07/18/ 10:24:30::401,103099,2.42
2023/07/18/ 10:24:30::441,103124,2.59
2023/07/18/ 10:24:30::455,103150,2.58
2023/07/18/ 10:24:30::486,103176,2.83
2023/07/18/ 10:24:30::513,103201,2.55
2023/07/18/ 10:24:30::535,103228,2.36
2023/07/18/ 10:24:30::558,103254,2.68
2023/07/18/ 10:24:30::580,103279,2.33
2023/07/18/ 10:24:30::614,103305,2.33
2023/07/18/ 10:24:30::635,103330,2.72
2023/07/18/ 10:24:30::661,103356,2.54
2023/07/18/ 10:24:30::699,103382,2.30
2023/07/18/ 10:24:30::723,103408,2.77
2023/07/18/ 10:24:30::739,103434,2.91
2023/07/18/ 10:24:30::761,103459,2.93
2023/07/18/ 10:24:30::802,103485,2.39
2023/07/18/ 10:24:30::827,103511,2.83
2023/07/18/ 10:24:30::839,103536,2.45
2023/07/18/ 10:24:30::866,103562,2.70
2023/07/18/ 10:24:30::903,103587,2.83
2023/07/18/ 10:24:30::927,103614,2.84
2023/07/18/ 10:24:30::944,103640,2.45
2023/07/18/ 10:24:30::983,103665,2.62
2023/07/18/ 10:24:30::995,103691,2.71
2023/07/18/ 10:24:31::037,103716,2.68
2023/07/18/ 10:24:31::045,103742,2.68
2023/07/18/ 10:24:31::086,103768,2.40
2023/07/18/ 10:24:31::099,103793,2.60
2023/07/18/ 10:24:31::123,103820,2.67
2023/07/18/ 10:24:31::156,103845,2.53
2023/07/18/ 10:24:31::187,103871,2.82
2023/07/18/ 10:24:31::199,103897,2.99
2023/07/18/ 10:24:31::226,103922,2.61
2023/07/18/ 10:24:31::257,103948,2.47
2023/07/18/ 10:24:31::279,103973,2.82
2023/07/18/ 10:24:31::302,104000,2.47
2023/07/18/ 10:24:31::327,104026,2.50
2023/07/18/ 10:24:31::358,104051,2.56
2023/07/18/ 10:24:31::380,104077,2.59
2023/07/18/ 10:24:31::407,104102,2.55
2023/07/18/ 10:24:31::445,104128,2.64
2023/07/18/ 10:24:31::463,104154,2.39
2023/07/18/ 10:24:31::485,104179,2.39
2023/07/18/ 10:24:31::509,104206,2.59
2023/07/18/ 10:24:31::560,104231,2.82
2023/07/18/ 10:24:31::571,104257,2.18
2023/07/18/ 10:24:31::600,104283,2.21
2023/07/18/ 10:24:31::614,104308,2.83
2023/07/18/ 10:24:31::649,104334,2.81
2023/07/18/ 10:24:31::663,104359,2.55
2023/07/18/ 10:24:31::689,104385,2.51
2023/07/18/ 10:24:31::729,104412,2.77
2023/07/18/ 10:24:31::743,104437,2.74
2023/07/18/ 10:24:31::766,104463,2.60
2023/07/18/ 10:24:31::797,104488,2.69
2023/07/18/ 10:24:31::830,104514,2.68
2023/07/18/ 10:24:31::842,104540,2.56
2023/07/18/ 10:24:31::869,104565,2.70
2023/07/18/ 10:24:31::908,104591,2.79
2023/07/18/ 10:24:31::924,104617,3.16
2023/07/18/ 10:24:31::947,104643,2.55
2023/07/18/ 10:24:31::972,104669,2.69
2023/07/18/ 10:24:32::005,104694,2.63
2023/07/18/ 10:24:32::025,104720,2.55
2023/07/18/ 10:24:32::049,104745,2.67
2023/07/18/ 10:24:32::074,104771,2.32
2023/07/18/ 10:24:32::114,104797,2.73
2023/07/18/ 10:24:32::129,104823,2.75
2023/07/18/ 10:24:32::152,104849,2.74
2023/07/18/ 10:24:32::187,104875,2.49
2023/07/18/ 10:24:32::216,104900,2.61
2023/07/18/ 10:24:32::238,104926,2.54
2023/07/18/ 10:24:32::252,104951,2.62
2023/07/18/ 10:24:32::287,104977,2.76
2023/07/18/ 10:24:32::308,105003,2.67
2023/07/18/ 10:24:32::346,105029,2.53
2023/07/18/ 10:24:32::361,105055,2.88
2023/07/18/ 10:24:32::396,105080,2.59
2023/07/18/ 10:24:32::408,105106,2.17
2023/07/18/ 10:24:32::434,105132,2.29
2023/07/18/ 10:24:32::468,105157,2.50
2023/07/18/ 10:24:32::488,105183,2.48
2023/07/18/ 10:24:32::510,105209,2.73
2023/07/18/ 10:24:32::537,105235,2.53
2023/07/18/ 10:24:32::574,105261,2.76
2023/07/18/ 10:24:32::590,105286,2.65
2023/07/18/ 10:24:32::615,105312,2.74
2023/07/18/ 10:24:32::655,105337,2.66
2023/07/18/ 10:24:32::669,105363,2.76
2023/07/18/ 10:24:32::693,105389,2.61
2023/07/18/ 10:24:32::717,105415,2.52
2023/07/18/ 10:24:32::754,105441,2.94
2023/07/18/ 10:24:32::770,105466,2.79
2023/07/18/ 10:24:32::797,105492,2.36
2023/07/18/ 10:24:32::818,105518,2.46
2023/07/18/ 10:24:32::860,105543,2.59
2023/07/18/ 10:24:32::873,105569,2.60
2023/07/18/ 10:24:32::900,105594,2.76
2023/07/18/ 10:24:32::936,105621,2.08
2023/07/18/ 10:24:32::949,105647,2.48
2023/07/18/ 10:24:32::975,105672,2.73
2023/07/18/ 10:24:33::009,105698,2.60
2023/07/18/ 10:24:33::035,105723,2.54
2023/07/18/ 10:24:33::053,105749,2.76
2023/07/18/ 10:24:33::077,105775,2.39
2023/07/18/ 10:24:33::110,105800,2.30
2023/07/18/ 10:24:33::140,105827,2.47
2023/07/18/ 10:24:33::155,105852,2.48
2023/07/18/ 10:24:33::178,105878,2.64
2023/07/18/ 10:24:33::219,105904,2.59
2023/07/18/ 10:24:33::245,105929,2.77
2023/07/18/ 10:24:33::255,105955,3.01
2023/07/18/ 10:24:33::281,105980,2.68
2023/07/18/ 10:24:33::320,106006,2.43
2023/07/18/ 10:24:33::339,106033,2.46
2023/07/18/ 10:24:33::361,106058,2.42
2023/07/18/ 10:24:33::398,106084,2.69
2023/07/18/ 10:24:33::419,106109,2.63
2023/07/18/ 10:24:33::439,106135,2.85
2023/07/18/ 10:24:33::462,106161,2.41
2023/07/18/ 10:24:33::502,106186,2.38
2023/07/18/ 10:24:33::518,106213,2.83
2023/07/18/ 10:24:33::556,106238,2.73
2023/07/18/ 10:24:33::567,106264,2.48
2023/07/18/ 10:24:33::606,106290,2.57
2023/07/18/ 10:24:33::622,106315,2.53
2023/07/18/ 10:24:33::663,106341,2.60
2023/07/18/ 10:24:33::678,106366,2.74
2023/07/18/ 10:24:33::696,106392,2.48
2023/07/18/ 10:24:33::722,106419,2.51
2023/07/18/ 10:24:33::746,106444,2.58
2023/07/18/ 10:24:33::779,106470,2.49
2023/07/18/ 10:24:33::806,106496,2.83
2023/07/18/ 10:24:33::822,106521,2.72
2023/07/18/ 10:24:33::852,106547,2.58
2023/07/18/ 10:24:33::880,106572,2.80
2023/07/18/ 10:24:33::899,106598,2.39
2023/07/18/ 10:24:33::925,106625,2.74
2023/07/18/ 10:24:33::966,106650,2.51
2023/07/18/ 10:24:33::989,106676,2.32
2023/07/18/ 10:24:34::002,106701,2.43
2023/07/18/ 10:24:34::025,106727,2.62
2023/07/18/ 10:24:34::067,106753,2.44
2023/07/18/ 10:24:34::093,106778,2.54
2023/07/18/ 10:24:34::107,106804,2.52
2023/07/18/ 10:24:34::148,106830,2.61
2023/07/18/ 10:24:34::162,106856,2.86
2023/07/18/ 10:24:34::183,106882,2.77
2023/07/18/ 10:24:34::208,106907,2.52
2023/07/18/ 10:24:34::249,106933,2.62
2023/07/18/ 10:24:34::259,106958,2.34
2023/07/18/ 10:24:34::288,106984,2.78
2023/07/18/ 10:24:34::325,107011,2.47
2023/07/18/ 10:24:34::340,107036,2.74
2023/07/18/ 10:24:34::364,107062,2.74
2023/07/18/ 10:24:34::389,107087,2.66
2023/07/18/ 10:24:34::424,107113,3.03
2023/07/18/ 10:24:34::440,107139,2.26
2023/07/18/ 10:24:34::465,107164,2.83
2023/07/18/ 10:24:34::488,107190,2.37
2023/07/18/ 10:24:34::532,107216,2.47
2023/07/18/ 10:24:34::544,107242,2.67
2023/07/18/ 10:24:34::569,107268,2.66
2023/07/18/ 10:24:34::607,107293,2.49
2023/07/18/ 10:24:34::627,107319,2.85
2023/07/18/ 10:24:34::647,107344,2.56
2023/07/18/ 10:24:34::671,107370,2.57
2023/07/18/ 10:24:34::712,107396,2.71
2023/07/18/ 10:24:34::726,107422,2.24
2023/07/18/ 10:24:34::752,107448,2.62
2023/07/18/ 10:24:34::774,107473,2.66
2023/07/18/ 10:24:34::814,107499,2.73
2023/07/18/ 10:24:34::826,107525,2.24
2023/07/18/ 10:24:34::863,107550,2.51
2023/07/18/ 10:24:34::894,107576,2.36
2023/07/18/ 10:24:34::907,107601,2.66
2023/07/18/ 10:24:34::930,107628,2.57
2023/07/18/ 10:24:34::974,107654,2.66
2023/07/18/ 10:24:34::991,107679,2.54
2023/07/18/ 10:24:35::008,107705,2.75
2023/07/18/ 10:24:35::032,107730,2.81
2023/07/18/ 10:24:35::056,107756,2.58
2023/07/18/ 10:24:35::089,107782,2.74
2023/07/18/ 10:24:35::122,107808,2.51
2023/07/18/ 10:24:35::135,107834,2.57
2023/07/18/ 10:24:35::167,107859,2.26
2023/07/18/ 10:24:35::187,107885,2.74
2023/07/18/ 10:24:35::213,107911,2.40
2023/07/18/ 10:24:35::237,107936,2.74
2023/07/18/ 10:24:35::276,107962,2.64
2023/07/18/ 10:24:35::292,107987,2.79
2023/07/18/ 10:24:35::315,108014,2.54
2023/07/18/ 10:24:35::369,108040,2.63
2023/07/18/ 10:24:35::370,108065,2.65
2023/07/18/ 10:24:35::408,108091,2.69
2023/07/18/ 10:24:35::425,108116,2.63
2023/07/18/ 10:24:35::452,108142,2.66
2023/07/18/ 10:24:35::470,108168,2.53
2023/07/18/ 10:24:35::493,108193,2.75
2023/07/18/ 10:24:35::522,108220,2.82
2023/07/18/ 10:24:35::559,108246,2.76
2023/07/18/ 10:24:35::571,108271,2.77
2023/07/18/ 10:24:35::598,108297,2.61
2023/07/18/ 10:24:35::634,108322,2.59
2023/07/18/ 10:24:35::651,108348,2.66
2023/07/18/ 10:24:35::675,108374,2.55
2023/07/18/ 10:24:35::699,108400,2.68
2023/07/18/ 10:24:35::743,108426,2.54
2023/07/18/ 10:24:35::760,108451,2.56
2023/07/18/ 10:24:35::775,108477,2.34
2023/07/18/ 10:24:35::802,108503,2.59
2023/07/18/ 10:24:35::843,108528,2.73
2023/07/18/ 10:24:35::859,108554,2.69
2023/07/18/ 10:24:35::883,108579,2.63
2023/07/18/ 10:24:35::912,108606,2.44
2023/07/18/ 10:24:35::933,108632,2.75
2023/07/18/ 10:24:35::968,108657,2.78
2023/07/18/ 10:24:35::985,108683,2.69
2023/07/18/ 10:24:36::023,108708,2.56
2023/07/18/ 10:24:36::038,108734,2.56
2023/07/18/ 10:24:36::060,108760,2.91
2023/07/18/ 10:24:36::101,108785,2.95
2023/07/18/ 10:24:36::115,108812,2.59
2023/07/18/ 10:24:36::136,108837,2.72
2023/07/18/ 10:24:36::173,108863,2.52
2023/07/18/ 10:24:36::194,108889,2.58
2023/07/18/ 10:24:36::214,108914,2.39
2023/07/18/ 10:24:36::240,108940,2.68
2023/07/18/ 10:24:36::264,108965,2.71
2023/07/18/ 10:24:36::296,108991,2.56
2023/07/18/ 10:24:36::315,109018,2.44
2023/07/18/ 10:24:36::340,109043,2.82
